target,search_time,first_solution_time,first_solution_iteration,number_of_nodes,max_transforms,max_children,number_of_routes,number_of_solved_routes,top_score,is_solved,number_of_steps,number_of_precursors,number_of_precursors_in_stock,precursors_in_stock,precursors_not_in_stock,precursors_availability,policy_used_counts,profiling
Cc1nc2cc3c4c(cccc4c2[nH]1)C(=O)N(CCN(C)CCN(C)CCN1C(=O)c2cccc4c2c(cc2nc(C)[nH]c24)C1=O)C3=O,73.69972515106201,0,0,103,2,40,62,0,0.5226287063411217,False,1,2,1,CC(=O)O,Cc1nc2cc3c4c(cccc4c2[nH]1)C(=O)N(CCN(C)CCN(C)CCN1C(=O)c2cccc4c(N)c(N)cc(c24)C1=O)C3=O,zinc;Not in stock,{'uspto': 102},"{'expansion_calls': 100, 'reactants_generations': 79, 'iterations': 100}"
Cc1cc(C(=O)n2c(C)c(CC(=O)O)c3cc(F)ccc32)ccc1OC[C@@H]1CN(C)c2ccccc2O1,38.35747957229614,0,0,106,4,16,67,0,0.7490529289315001,False,3,4,3,"CC(=O)CCC(=O)O, NNc1ccc(F)cc1, O=C(Cl)C(=O)Cl",Cc1cc(C(=O)O)ccc1OC[C@@H]1CN(C)c2ccccc2O1,zinc;zinc;Not in stock;zinc,{'uspto': 105},"{'expansion_calls': 100, 'reactants_generations': 275, 'iterations': 100}"
Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)C3(CCCC3)C2)ccc2c1COC2=O,42.55396509170532,15.13914704322815,34,101,3,32,67,7,0.994039853898894,True,2,3,3,"Cc1c([C@@H]2CO2)ccc2c1COC2=O, Cc1c([C@@H]2CO2)ccc2c1COC2=O, C1CCC2(C1)CNCCN2",,zinc;zinc;zinc,{'uspto': 100},"{'expansion_calls': 93, 'reactants_generations': 105, 'iterations': 100}"
CCc1ncc(-c2cc(-c3ccc(C(=O)O)cc3C)ccc2OC)c(CN2C(=O)O[C@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2C)n1,68.11012768745422,0,0,107,2,24,82,0,0.6773731872322274,False,2,3,2,"Cc1cc(C(=O)O)ccc1B(O)O, COc1ccc(Br)cc1B(O)O",CCc1ncc(Br)c(CN2C(=O)O[C@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2C)n1,Not in stock;zinc;zinc,{'uspto': 106},"{'expansion_calls': 100, 'reactants_generations': 89, 'iterations': 100}"
CC(C)CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](C(=O)NCC(=O)N1CCC[C@@H]1C(=O)NC1CCCC1C(=O)NCc1ccccc1)C(C)C,51.58008337020874,0,0,105,3,13,90,0,0.6773731872322274,False,2,3,2,"CC(C)CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O, CC(C)[C@H](N)C(=O)O",NCC(=O)N1CCC[C@@H]1C(=O)NC1CCCC1C(=O)NCc1ccccc1,zinc;zinc;Not in stock,{'uspto': 104},"{'expansion_calls': 100, 'reactants_generations': 83, 'iterations': 100}"
CN(C)CCOc1ccc(/C(=C(/CCCO)c2ccccc2)c2ccc(S(C)(=O)=O)cc2)cc1.Cl,58.75660943984985,0,0,100,2,19,80,0,0.5226287063411217,False,1,2,1,CN(C)CCCl,CS(=O)(=O)c1ccc(/C(=C(\CCCO)c2ccccc2)c2ccc(O)cc2)cc1,zinc;Not in stock,{'uspto': 99},"{'expansion_calls': 100, 'reactants_generations': 106, 'iterations': 100}"
C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(C(F)(F)F)cc2)OCCCC[C@H](C)Oc2ccc(NC(=O)C3CCCCC3)cc2C1=O,27.133829832077026,0,0,100,3,12,75,0,0.6698862622648335,False,3,3,2,"Nc1ccc(C(F)(F)F)cc1, O=C(Cl)C1CCCCC1",C[C@H](COCc1ccccc1)N1C[C@H](C)[C@@H](CN(C)C(=O)Cl)OCCCC[C@H](C)Oc2ccc(N)cc2C1=O,zinc;zinc;Not in stock,{'uspto': 99},"{'expansion_calls': 100, 'reactants_generations': 210, 'iterations': 100}"
COc1ccc(C(=O)N/C(=C\c2cn(S(=O)(=O)N(C)C)c3ccccc23)C(=O)NCCN2CCOCC2)cc1OC,60.135042667388916,0,0,112,3,16,94,0,0.6773731872322274,False,2,3,2,"C1COCCN1, COc1ccc(C(=O)O)cc1OC",CN(C)S(=O)(=O)n1cc(/C=C(\N)C(=O)NCCCl)c2ccccc21,zinc;zinc;Not in stock,{'uspto': 111},"{'expansion_calls': 100, 'reactants_generations': 218, 'iterations': 100}"
C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)NC[C@H](NC(=O)CCC(=O)NO)c1ccccc1,37.41302824020386,0,0,101,3,16,78,0,0.6773731872322274,False,2,3,2,"O=C(O)CCC(=O)NO, NC[C@H](N)c1ccccc1",C[C@](Cc1c[nH]c2ccccc12)(NC(=O)OC1C2CC3CC(C2)CC1C3)C(=O)O,zinc;Not in stock;zinc,{'uspto': 100},"{'expansion_calls': 100, 'reactants_generations': 163, 'iterations': 100}"
C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)[C@H]12,40.631633281707764,0,0,109,3,11,80,0,0.6773731872322274,False,2,3,2,"Clc1ccc(Br)cc1, CC(C)OB(OC(C)C)OC(C)C",C[C@@H]1C(=O)N(C(=O)C2CC2)[C@H]2CCN(C(=O)[C@@H]3CCCN3S(=O)(=O)c3ccc(Br)cc3)[C@H]12,zinc;zinc;Not in stock,{'uspto': 108},"{'expansion_calls': 100, 'reactants_generations': 202, 'iterations': 100}"
CCOC(=O)c1c(-c2ccc(C)cc2)cc(-c2ccccc2)nc1N1CCN(c2nc(-c3ccccc3)cc(-c3ccc(C)cc3)c2C(=O)OCC)CC1,65.79466843605042,0,0,107,2,22,84,0,0.6773731872322274,False,2,3,2,"OB(O)c1ccccc1, OB(O)c1ccccc1",CCOC(=O)c1c(-c2ccc(C)cc2)cc(Cl)nc1N1CCN(c2nc(Cl)cc(-c3ccc(C)cc3)c2C(=O)OCC)CC1,zinc;Not in stock;zinc,{'uspto': 106},"{'expansion_calls': 100, 'reactants_generations': 92, 'iterations': 100}"
N=C(N)N1CCCC(C[C@H](NC(=O)CN2C(=O)CN(CCCc3ccccc3)C(=O)[C@H]2Cc2ccccc2Cl)C(=O)c2nccs2)C1,38.108033895492554,0,0,103,3,13,79,0,0.6773731872322274,False,2,3,2,"N=C(N)n1cccn1, O=CCCc1ccccc1",O=C(CN1C(=O)CNC(=O)[C@H]1Cc1ccccc1Cl)N[C@@H](CC1CCCNC1)C(=O)c1nccs1,zinc;zinc;Not in stock,{'uspto': 102},"{'expansion_calls': 100, 'reactants_generations': 174, 'iterations': 100}"
Cc1ccc(NC(=S)Sc2nc(Nc3cccc(C)c3)nc(SC(=S)Nc3ccc(C)cc3)n2)cc1,11.62583327293396,2.950132369995117,26,78,4,14,43,12,0.9865529289315002,True,3,4,4,"Cc1cccc(N)c1, Cc1ccc(NC(=S)S)cc1, Cc1ccc(NC(=S)S)cc1, Clc1nc(Cl)nc(Cl)n1",,zinc;zinc;zinc;zinc,{'uspto': 77},"{'expansion_calls': 60, 'reactants_generations': 582, 'iterations': 100}"
CN(C)C(=N)c1ccc(C(=O)Nc2ccc(OCC(=O)NCCCCCCN)cc2C(=O)Nc2ccc(Cl)cn2)cc1,27.76705551147461,0,0,90,3,9,48,0,0.6698862622648335,False,3,3,2,"O=C(Br)CBr, CC(C)(C)OC(=O)NCCCCCCN",CN(C)C(=N)c1ccc(C(=O)Nc2ccc(O)cc2C(=O)Nc2ccc(Cl)cn2)cc1,Not in stock;zinc;zinc,{'uspto': 89},"{'expansion_calls': 90, 'reactants_generations': 277, 'iterations': 100}"
CN1CCN(c2cc3c(cc2F)c(=O)c(-c2noc(Cc4ccc(F)cc4)n2)cn3Cc2ccc(C(F)(F)F)cc2F)CC1,31.021409511566162,0,0,100,3,13,85,0,0.6773731872322274,False,2,3,2,"CN1CCNCC1, O=C(O)Cc1ccc(F)cc1",N=C(NO)c1cn(Cc2ccc(C(F)(F)F)cc2F)c2cc(F)c(F)cc2c1=O,zinc;zinc;Not in stock,{'uspto': 99},"{'expansion_calls': 100, 'reactants_generations': 218, 'iterations': 100}"
C[C@@H](O)CN1CCC(=O)N(Cc2ccccc2)CCC(=O)N(CCc2c[nH]c3ccccc23)CC(=O)N(CCCCN)CCC1=O,55.47791528701782,0,0,126,3,17,107,0,0.5190398538988941,False,2,2,1,C[C@@H]1CO1,N#CCCCN1CCC(=O)NCCC(=O)N(Cc2ccccc2)CCC(=O)N(CCc2c[nH]c3ccccc23)CC1=O,zinc;Not in stock,{'uspto': 125},"{'expansion_calls': 100, 'reactants_generations': 170, 'iterations': 100}"
C[C@@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3(O)CCCC3)cc2O[C@@H]1CN(C)C(=O)c1cccnc1,35.399940967559814,0,0,100,2,16,83,0,0.6773731872322274,False,2,3,2,"O=C(O)c1cccnc1, C#CC1(O)CCCC1",CNC[C@H]1Oc2cc(Br)ccc2S(=O)(=O)N([C@@H](C)CO)C[C@H]1C,zinc;Not in stock;zinc,{'uspto': 99},"{'expansion_calls': 100, 'reactants_generations': 152, 'iterations': 100}"
NC(=O)CC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)N1CCC[C@H]1C(=O)O,46.84969115257263,0,0,100,2,15,84,0,0.6773731872322274,False,2,3,2,"O=C(Cl)Cl, OCC1c2ccccc2-c2ccccc21",NC(=O)CC[C@H](NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)O,Not in stock;zinc;zinc,{'uspto': 99},"{'expansion_calls': 100, 'reactants_generations': 124, 'iterations': 100}"
C/C=C(\C)C(=O)O[C@@H]1C2=C(C)[C@@H](O)C[C@@](C(C)(C)O)([C@@H](OC(C)=O)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](OC(C)=O)[C@@]3(C)[C@H]1OC(C)=O)C2(C)C,111.5845878124237,0,0,110,2,16,93,0,0.6773731872322274,False,2,3,2,"CC(=O)OC(C)=O, CC(=O)OC(C)=O",C/C=C(\C)C(=O)O[C@@H]1C2=C(C)[C@@H](O)C[C@@](C(C)(C)O)([C@@H](O)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](O)[C@@]3(C)[C@H]1OC(C)=O)C2(C)C,zinc;zinc;Not in stock,{'uspto': 109},"{'expansion_calls': 100, 'reactants_generations': 128, 'iterations': 100}"
CC(C)CC(CC(=O)OCC1(CO)C/C(=C\c2ccc(C(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)cc2)C(=O)O1)CC(C)C,95.0951669216156,0,0,101,3,11,70,0,0.6698862622648335,False,3,3,2,"CC(C)(C)O, CC(=O)OC(C)=O",CC(C)CC(CC(=O)OCC1(CO)C/C(=C\c2ccc(C(C(=O)O)C(=O)OC(C)(C)C)cc2)C(=O)O1)CC(C)C,zinc;zinc;Not in stock,{'uspto': 100},"{'expansion_calls': 100, 'reactants_generations': 254, 'iterations': 100}"
O=C(CCNS(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CC1)N1CCN(c2cccc(Cl)c2)CC1,39.43393135070801,0,0,106,3,17,87,0,0.6773731872322274,False,2,3,2,"Clc1cccc(N2CCNCC2)c1, NCCC(=O)O",O=C(C1CC1)N1CCc2cc(S(=O)(=O)Cl)ccc21,zinc;zinc;Not in stock,{'uspto': 105},"{'expansion_calls': 100, 'reactants_generations': 123, 'iterations': 100}"
CCCCCCCCN=c1ccn(CCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1,26.83814024925232,0,0,105,2,22,82,0,0.5190398538988941,False,2,2,1,CCCCO,CCCCCCCCN=c1ccn(CCCCCCCCn2ccc(=NCCC(C)=O)cc2)cc1,zinc;Not in stock,{'uspto': 104},"{'expansion_calls': 100, 'reactants_generations': 146, 'iterations': 100}"
CC(Cc1ccc(OCCN2CCN(c3cccc(Cl)c3)CC2)cc1)NCC(O)c1cccc(C(F)(F)F)c1,56.69526529312134,0,0,118,3,27,87,0,0.6773731872322274,False,2,3,2,"Clc1cccc(N2CCNCC2)c1, O=CC(=O)c1cccc(C(F)(F)F)c1",CC(N)Cc1ccc(OCCCl)cc1,zinc;Not in stock;zinc,{'uspto': 117},"{'expansion_calls': 100, 'reactants_generations': 113, 'iterations': 100}"
COc1cc2c(cc1OC)CN(Cc1ccc(OC)c3oc(-c4cccc(C(=O)NCCN(C)C)c4)cc13)CC2,43.03601932525635,0,0,105,2,13,91,0,0.6773731872322274,False,2,3,2,"CN(C)CCN, COc1cc2c(cc1OC)CNCC2",COc1ccc(C=O)c2cc(-c3cccc(C(=O)O)c3)oc12,zinc;zinc;Not in stock,{'uspto': 104},"{'expansion_calls': 100, 'reactants_generations': 155, 'iterations': 100}"
Cc1cc(C(=O)C(C)Sc2ncnc3sc(-c4ccccc4)cc23)c(C)n1-c1ccc(OC(F)F)cc1,25.298338890075684,0,0,103,3,16,69,0,0.7490529289315001,False,3,4,3,"Ic1ccccc1, CC(C)OB(OC(C)C)OC(C)C, FC(F)Cl",Cc1cc(C(=O)C(C)Sc2ncnc3sccc23)c(C)n1-c1ccc(O)cc1,zinc;zinc;Not in stock;zinc,{'uspto': 102},"{'expansion_calls': 100, 'reactants_generations': 231, 'iterations': 100}"
N#CCCN(CCc1ccccc1)CC(=O)N(CCc1ccc(S(N)(=O)=O)cc1)Cc1ccc(F)cc1,37.45426678657532,3.7249629497528076,11,102,3,12,90,4,0.994039853898894,True,2,3,3,"N#CCCN(CCc1ccccc1)CC(=O)O, O=Cc1ccc(F)cc1, NCCc1ccc(S(N)(=O)=O)cc1",,zinc;zinc;zinc,{'uspto': 101},"{'expansion_calls': 96, 'reactants_generations': 212, 'iterations': 100}"
CC(C)N(C(=O)CC(C#N)(CCN(C1CCCCC1)C1CCCCC1)c1ccccc1Cl)C(C)C,24.619949340820312,11.180096626281738,46,111,3,20,76,2,0.9865529289315002,True,3,4,4,"CC(C)N(C(=O)CCl)C(C)C, N#CCc1ccccc1Cl, O=C1CCC(=O)N1Br, OCCN(C1CCCCC1)C1CCCCC1",,zinc;zinc;zinc;zinc,{'uspto': 110},"{'expansion_calls': 98, 'reactants_generations': 194, 'iterations': 100}"
C=C(C)[C@]12C[C@@H](C)[C@@]34O[C@](Cc5ccccc5)(O[C@@H]1[C@@H]3C=C(COC(=O)Oc1cc(Cl)c(N)c(OC)c1)C[C@]1(O)C(=O)C(C)=C[C@@H]41)O2,29.99053430557251,0,0,99,5,13,64,0,0.5226287063411217,False,1,2,1,O=C1CCC(=O)N1Cl,C=C(C)[C@]12C[C@@H](C)[C@@]34O[C@](Cc5ccccc5)(O[C@@H]1[C@@H]3C=C(COC(=O)Oc1ccc(N)c(OC)c1)C[C@]1(O)C(=O)C(C)=C[C@@H]41)O2,Not in stock;zinc,{'uspto': 98},"{'expansion_calls': 93, 'reactants_generations': 436, 'iterations': 100}"
OC[C@@H]1CN(Cc2ccc(-c3ccccc3)cc2)C[C@H](n2cnc3c(NCc4ccc(F)cc4)ncnc32)O1,29.662382125854492,0,0,102,3,12,87,0,0.6773731872322274,False,2,3,2,"NCc1ccc(F)cc1, OB(O)c1ccccc1",OC[C@@H]1CN(Cc2ccc(Br)cc2)C[C@H](n2cnc3c(Cl)ncnc32)O1,zinc;Not in stock;zinc,{'uspto': 101},"{'expansion_calls': 100, 'reactants_generations': 177, 'iterations': 100}"
C=C[C@]1(C)C[C@@H](OC(=O)CSc2cncc(NC(=O)CNCCO)c2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,25.03721284866333,0,0,100,2,21,78,0,0.6773731872322274,False,2,3,2,"O=C(O)CNCCO, N=C(c1ccccc1)c1ccccc1",C=C[C@]1(C)C[C@@H](OC(=O)CSc2cncc(Br)c2)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,zinc;Not in stock;zinc,{'uspto': 99},"{'expansion_calls': 100, 'reactants_generations': 178, 'iterations': 100}"
Cl.O=C(NCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc(=O)c2ccccc2o1,32.927252769470215,12.574514627456665,45,103,3,21,94,7,0.994039853898894,True,2,3,3,"O=C(O)c1cc(=O)c2ccccc2o1, Nc1c2c(nc3ccccc13)CCCC2, NCCCCCCCCBr",,zinc;zinc;zinc,{'uspto': 102},"{'expansion_calls': 96, 'reactants_generations': 130, 'iterations': 100}"
CC(=O)OCC1Cc2c(-c3cc(C)ccn3)cccc2-c2c(O)ccc(-c3ccc(Br)cc3)c21,93.19675779342651,0,0,106,2,27,78,0,0.6773731872322274,False,2,3,2,"Cc1ccnc(Br)c1, Brc1ccc(Br)cc1",CC(=O)OCC1Cc2c(B(O)O)cccc2-c2c(O)ccc(B3OC(C)(C)C(C)(C)O3)c21,zinc;Not in stock;zinc,{'uspto': 105},"{'expansion_calls': 100, 'reactants_generations': 94, 'iterations': 100}"
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NS(=O)(=O)CCN3CC[C@H](O)C3)no2)cc1C#N,32.84450840950012,0,0,105,3,15,81,0,0.7490529289315001,False,3,4,3,"O[C@H]1CCNC1, CC(C)O, N#Cc1cc(C(=O)O)ccc1F",NC(=NO)c1cccc2c1CC[C@@H]2NS(=O)(=O)CCCl,zinc;zinc;Not in stock;zinc,{'uspto': 104},"{'expansion_calls': 100, 'reactants_generations': 165, 'iterations': 100}"
COc1ccc(-c2csc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(F)c(F)c3)n2)cc1,25.74698567390442,0,0,106,3,13,79,0,0.7490529289315001,False,3,4,3,"COc1ccc(-c2csc(N)n2)cc1, O=S(Cl)Cl, Nc1ccccc1C(=O)O",O=S(=O)(Cl)c1ccc(F)c(F)c1,zinc;zinc;zinc;Not in stock,{'uspto': 105},"{'expansion_calls': 100, 'reactants_generations': 146, 'iterations': 100}"
C[C@@H]1c2ccccc2CN(C(=O)[C@@H](N)Cc2ccc(O)cc2)[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,53.90415072441101,0,0,100,3,16,66,0,0.6698862622648335,False,3,3,2,"N[C@@H](Cc1ccccc1)C(=O)O, O=C1CCC(=O)N1O",C[C@@H]1c2ccccc2CN(C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)OC(C)(C)C)[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,zinc;Not in stock;zinc,{'uspto': 99},"{'expansion_calls': 100, 'reactants_generations': 114, 'iterations': 100}"
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COc2ccc(-c3csc(N4CCOCC4)n3)cc2)C(C)(C)C)cc1,50.29394054412842,0,0,101,3,12,83,0,0.6773731872322274,False,2,3,2,"C1COCCN1, Cc1ncsc1-c1ccc([C@H](C)N)cc1",CC(C)(C)[C@H](NC(=O)COc1ccc(-c2csc(Br)n2)cc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,zinc;Not in stock;zinc,{'uspto': 100},"{'expansion_calls': 100, 'reactants_generations': 146, 'iterations': 100}"
CN1Cc2ccccc2N(C)c2nc(Nc3ccc(C(=O)N4CCC(N5CCCCC5)CC4)cc3Cl)ncc21,26.656500816345215,0,0,100,3,16,71,0,0.7490529289315001,False,3,4,3,"C1CCN(C2CCNCC2)CC1, CC(=O)O, N#Cc1ccc(N)c(Cl)c1",CN1Cc2ccccc2N(C)c2nc(Cl)ncc21,zinc;zinc;Not in stock;zinc,{'uspto': 99},"{'expansion_calls': 100, 'reactants_generations': 196, 'iterations': 100}"
CCCN(Cc1ccccc1)Cc1c(C(F)(F)F)nc2n(-c3c(C)cc(C)cc3C)c3ccccc3n12,30.70217800140381,0,0,103,4,11,60,0,0.7490529289315001,False,3,4,3,"CCCNCc1ccccc1, CN(C)C=O, O=C(CBr)C(F)(F)F",Cc1cc(C)c(-n2c(N)nc3ccccc32)c(C)c1,zinc;zinc;zinc;Not in stock,{'uspto': 102},"{'expansion_calls': 100, 'reactants_generations': 219, 'iterations': 100}"
COC(=O)C[C@H]1[C@@]2(C)CO[C@]3(O)[C@@H](C=C4C5=CC(=O)O[C@@H](c6ccoc6)[C@]5(C)CC[C@@H]4[C@]13C)[C@H]2OC(=O)/C=C/c1ccccc1,24.277093172073364,0,0,98,6,7,57,0,0.6773731872322274,False,2,3,2,"Brc1ccccc1, C=CC(=O)Cl",COC(=O)C[C@H]1[C@@]2(C)CO[C@]3(O)[C@@H](C=C4C5=CC(=O)O[C@@H](c6ccoc6)[C@]5(C)CC[C@@H]4[C@]13C)[C@H]2O,zinc;zinc;Not in stock,{'uspto': 97},"{'expansion_calls': 97, 'reactants_generations': 855, 'iterations': 100}"
C[C@H]1[C@H](C)CC[C@]2(C(=O)Nc3ccccc3)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,53.35814952850342,0,0,107,2,31,75,0,0.5226287063411217,False,1,2,1,Nc1ccccc1,C[C@H]1[C@H](C)CC[C@]2(C(=O)Cl)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,Not in stock;zinc,{'uspto': 106},"{'expansion_calls': 100, 'reactants_generations': 58, 'iterations': 100}"
Clc1ccc2c(NCCCN3CCN(CCCN(CCc4ccccc4)CCc4ccccc4)CC3)ccnc2c1,110.5564136505127,0,0,156,2,59,115,0,0.6773731872322274,False,2,3,2,"Oc1ccnc2cc(Cl)ccc12, O=P(Cl)(Cl)Cl",NCCCN1CCN(CCCN(CCc2ccccc2)CCc2ccccc2)CC1,Not in stock;zinc;zinc,{'uspto': 155},"{'expansion_calls': 100, 'reactants_generations': 61, 'iterations': 100}"
