target,search_time,first_solution_time,first_solution_iteration,number_of_nodes,max_transforms,max_children,number_of_routes,number_of_solved_routes,top_score,is_solved,number_of_steps,number_of_precursors,number_of_precursors_in_stock,precursors_in_stock,precursors_not_in_stock,precursors_availability,policy_used_counts,profiling,,,,,,,,,
Cn1cncc1CN1CC(N(Cc2ccccc2)S(=O)(=O)c2ccccn2)Cc2cc(C#N)ccc21,60.48365855,0,0,1583,13,19,372,0,0.831266768,FALSE,12,8,7,"BrCc1ccccc1, O=P(Cl)(Cl)Cl, O=S(=O)(O)c1ccccn1, Cn1cncc1C=O, O=C1NC(=O)c2ccccc21, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, CC(=O)OC(C)=O",COC(=O)C(N)Cc1cc(C#N)ccc1F,zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1582},"{'expansion_calls': 1213, 'reactants_generations': 4686, 'iterations': 100}",,,,,,,,,
O=C(NCCCc1ccccc1)C1CCC12CN(S(=O)(=O)c1ccccc1Cl)C2,66.44254375,0,0,1536,13,20,228,0,0.749052929,FALSE,3,4,3,"NCCCc1ccccc1, O=C1CCC(=O)N1O, O=S(Cl)Cl",O=C(O)C1CCC12CN(S(=O)(=O)c1ccccc1Cl)C2,zinc;zinc;zinc;Not in stock,{'uspto': 1535},"{'expansion_calls': 1308, 'reactants_generations': 4636, 'iterations': 100}",,,,,,,,,
OCCCNC(=S)S,22.79792833,3.961040258,14,677,13,15,400,18,0.997628706,TRUE,1,2,2,"NC(=S)S, OCCCCl",,zinc;zinc,{'uspto': 676},"{'expansion_calls': 327, 'reactants_generations': 4990, 'iterations': 100}",,,,,,,,,
CC(Sc1nnnn1C)C(=O)NC1CCCC1,108.7614586,65.4691484,65,1615,13,15,657,1,0.994039854,TRUE,2,2,2,"Cn1nnnc1S, CCC(=O)NC1CCCC1",,zinc;zinc,{'uspto': 1614},"{'expansion_calls': 1038, 'reactants_generations': 23041, 'iterations': 100}",,,,,,,,,
ON=C(O)N/N=C/c1ccc2c(c1)OCCO2,6.223711729,0.028204918,1,114,6,14,50,42,0.997628706,TRUE,1,2,2,"O=Cc1ccc2c(c1)OCCO2, NNC(O)=NO",,zinc;zinc,{'uspto': 113},"{'expansion_calls': 72, 'reactants_generations': 1271, 'iterations': 100}",,,,,,,,,
CC(C)(C)c1ccc2[nH]cc(CCNC(=O)c3ccc(OC(F)(F)F)cc3)c2c1,14.75207281,0.014866114,1,303,13,15,84,43,0.997628706,TRUE,1,2,2,"O=C(O)c1ccc(OC(F)(F)F)cc1, CC(C)(C)c1ccc2[nH]cc(CCN)c2c1",,zinc;zinc,{'uspto': 302},"{'expansion_calls': 240, 'reactants_generations': 2914, 'iterations': 100}",,,,,,,,,
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@]21CCC(=O)O1,60.30343795,0,0,1742,13,37,564,0,0.814331267,FALSE,11,7,6,"CC(C)(O)C(C)(C)O, O=C1CCC(=O)N1Br, CC(C)(O)C(C)(C)O, OB(O)B(O)O, COS(=O)(=O)OC, O=C(OO)c1cccc(Cl)c1",CC(=O)c1cccc2c1[C@H]1CC[C@@]3(C)[C@@H](CC[C@]34CCC(=O)O4)[C@@H]1CC2,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1741},"{'expansion_calls': 1182, 'reactants_generations': 6976, 'iterations': 100}",,,,,,,,,
CC12CCC=CC1C(c1ccoc1)N(Cc1ccccc1)C2=O,85.50846553,0,0,3614,13,18,2376,0,0.791712219,FALSE,11,6,5,"BrCc1ccccc1, O=S(Cl)Cl, O=[N+]([O-])c1ccccc1S(=O)(=O)O, CC(=O)O, COCc1ccccc1",COC(=O)c1occc1C1C2C=CC=CC2(C)C(=O)N1Cc1ccccc1,zinc;zinc;zinc;Not in stock;zinc;zinc,{'uspto': 3613},"{'expansion_calls': 1254, 'reactants_generations': 10425, 'iterations': 100}",,,,,,,,,
CCOC(=O)NC1CCc2ccc(OCCNS(=O)(=O)c3cn(C)cn3)cc2C1Cc1ccccc1Cl,67.92490435,0,0,1511,13,22,194,0,0.760045553,FALSE,11,5,4,"Cn1cnc(S(=O)(=O)NCCO)c1, CCOC(=O)Cl, BrCc1ccccc1, O=Cc1ccccc1Cl",COc1cccc(CCC(CBr)N=[N+]=[N-])c1Cl,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1510},"{'expansion_calls': 1329, 'reactants_generations': 6304, 'iterations': 100}",,,,,,,,,
CC(C(=O)O)N(Cc1ccc([N+](=O)[O-])cc1)C(=O)Nc1cccc(Cl)c1,53.38366699,0,0,1286,13,18,138,0,0.814620357,FALSE,9,7,6,"Nc1cccc(Cl)c1, O=[N+]([O-])c1ccccc1, O=C(Cl)Cl, O=Cc1ccccc1, CC(=O)O, N=C(c1ccccc1)c1ccccc1",COC(=O)C(C)N,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1285},"{'expansion_calls': 1166, 'reactants_generations': 5774, 'iterations': 100}",,,,,,,,,
CSc1nc2c(N)ncnc2n1C,59.68556166,2.059543371,6,478,13,23,95,1,0.997628706,TRUE,1,2,2,"COS(=O)(=O)OC, CSc1nc2c(N)ncnc2[nH]1",,zinc;zinc,{'uspto': 477},"{'expansion_calls': 450, 'reactants_generations': 15097, 'iterations': 100}",,,,,,,,,
O=C(CC1CCCCC(=NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)OC[C@@H]2CCCN2C1=O)N[C@H](CO)Cc1ccccc1,90.32780528,0,0,3140,13,18,1660,0,0.844450614,FALSE,13,9,8,"N[C@H](CO)Cc1ccccc1, OC[C@@H]1CCCN1, CC(C)(C)OC(=N)C(Cl)(Cl)Cl, N#CC(Cl)(Cl)Cl, OCc1ccccc1, CC(C)(O)C(C)(C)O, OB(O)B(O)O, CC(C)(O)C(C)(C)O",CCOC(=O)CC(CCCCC(=NC(=O)OCC(c1ccccc1Br)c1ccccc1Br)C(=O)OCC)C(=O)OCc1ccccc1,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc,{'uspto': 3139},"{'expansion_calls': 1480, 'reactants_generations': 8962, 'iterations': 100}",,,,,,,,,
Nc1ncc(-c2cc(N3C[C@@H]4C[C@H]3CO4)nc(C34CCC(CC3)C4)n2)cc1OC(F)F,54.61556172,0,0,2308,13,20,834,0,0.882149027,FALSE,13,14,13,"CC(C)(C)OC(N)=O, C1O[C@@H]2CN[C@H]1C2, CC(C)(O)C(C)(C)O, O=C(O)C(F)(F)Cl, Oc1cc(Br)cnc1Cl, O=P(Cl)(Cl)Cl, O=C(OO)c1cccc(Cl)c1, O=P(Cl)(Cl)Cl, O=C(OO)c1cccc(Cl)c1, OB(O)B(O)O, CC(C)(O)C(C)(C)O, O=C1CCC(=O)N1Br, O=P(Cl)(Cl)Cl",[O-][n+]1cccnc1C12C=CC(CC1)C2,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2307},"{'expansion_calls': 1474, 'reactants_generations': 4959, 'iterations': 100}",,,,,,,,,
CNC(=O)c1c(-n2cc(C(F)(F)F)cn2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12,233.4431725,0,0,3092,13,15,725,0,0.647733442,FALSE,13,22,15,"CC(C)(O)C(C)(C)O, CNC(=O)OC(C)(C)C, OB(O)B(O)O, CC(C)(O)C(C)(C)O, O=C(Cl)C(=O)Cl, c1ccccc1, Fc1ccc(Cl)nc1Cl, CC(C)OB(OC(C)C)OC(C)C, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, Fc1cccc2[nH]ccc12, NOc1ccc(Br)cc1, CC(=O)O, COC(=O)OC, CC(=O)OC(C)=O, FC(F)(F)c1cn[nH]c1","C=C[Sn](CCCC)(CCCC)CCCC, O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F, CI, O=[N+]([O-])O, CS(=O)(=O)O, CO, O=S(=O)(O)Cl",Not in stock;Not in stock;zinc;Not in stock;Not in stock;zinc;zinc;zinc;zinc;Not in stock;Not in stock;Not in stock;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 3091},"{'expansion_calls': 2367, 'reactants_generations': 14245, 'iterations': 100}",,,,,,,,,
CC(C)(C)C(=O)C(C#N)=Cc1c(-c2ccccc2)[nH]c2ccccc12,50.7691226,5.263999224,8,930,13,19,308,15,0.994039854,TRUE,2,3,3,"Ic1ccccc1, CC(C)(C)C(=O)CC#N, O=Cc1c[nH]c2ccccc12",,zinc;zinc;zinc,{'uspto': 929},"{'expansion_calls': 670, 'reactants_generations': 10147, 'iterations': 100}",,,,,,,,,
CCOc1ccccc1N1CCN(Cc2ccc(Br)s2)CC1,11.48962951,0.016453981,1,372,13,28,124,58,0.997628706,TRUE,1,2,2,"CCOc1ccccc1N1CCNCC1, O=Cc1ccc(Br)s1",,zinc;zinc,{'uspto': 371},"{'expansion_calls': 275, 'reactants_generations': 1944, 'iterations': 100}",,,,,,,,,
CCOc1ccc2[nH]c3c(NCCN(C)C)ncnc3c2c1,38.14208627,0.016017675,1,671,13,25,174,37,0.997628706,TRUE,1,2,2,"CCOc1ccc2[nH]c3c(Cl)ncnc3c2c1, CN(C)CCN",,zinc;zinc,{'uspto': 670},"{'expansion_calls': 540, 'reactants_generations': 7749, 'iterations': 100}",,,,,,,,,
O=C(c1cccc(O)c1)c1ccc(-c2cccc(NS(=O)(=O)c3cccs3)c2)s1,37.37954903,0,0,864,13,15,288,0,0.869444444,FALSE,4,9,8,"O=C1CCC(=O)N1Br, COc1cccc(C(=O)Cl)c1, c1ccsc1, Nc1cccc(Br)c1, c1ccsc1, CC(C)(O)C(C)(C)O, OB(O)B(O)O, CC(C)(O)C(C)(C)O",O=S(=O)(O)Cl,zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc,{'uspto': 863},"{'expansion_calls': 662, 'reactants_generations': 6626, 'iterations': 100}",,,,,,,,,
COc1ccc(CN2CCSCC2)cc1C,15.86534357,0.042124987,1,242,8,18,83,33,0.997628706,TRUE,1,2,2,"COc1ccc(CO)cc1C, C1CSCCN1",,zinc;zinc,{'uspto': 241},"{'expansion_calls': 201, 'reactants_generations': 4053, 'iterations': 100}",,,,,,,,,
COc1ccc2c(ccn2CC(=O)NC[C@@H]2CCCN3CCCC[C@H]23)c1,22.03807664,0.015017509,1,433,13,16,96,48,0.997628706,TRUE,1,2,2,"COc1ccc2c(ccn2CC(=O)O)c1, NC[C@@H]1CCCN2CCCC[C@H]12",,zinc;zinc,{'uspto': 432},"{'expansion_calls': 362, 'reactants_generations': 4537, 'iterations': 100}",,,,,,,,,
COc1ccc(-c2nnc(NCCCc3ccccc3)o2)cc1OC,21.02009678,0.041089773,1,462,13,24,153,55,0.997628706,TRUE,1,2,2,"COc1ccc(-c2nnc(N)o2)cc1OC, O=CCCc1ccccc1",,zinc;zinc,{'uspto': 461},"{'expansion_calls': 338, 'reactants_generations': 4178, 'iterations': 100}",,,,,,,,,
CCCCCCCCCCCCn1ccnc1,49.14006591,5.315527678,9,2324,13,28,1325,11,0.986552929,TRUE,3,3,3,"c1c[nH]cn1, OCCCCCCCCCCCCO, O=S(Cl)Cl",,zinc;zinc;zinc,{'uspto': 2323},"{'expansion_calls': 1026, 'reactants_generations': 5842, 'iterations': 100}",,,,,,,,,
O=C(COc1ccc(OCC(=O)N2CCN(C(=O)CC(=O)N3CCNCC3)CC2)cc1)N1CCN(C(=O)CC(=O)N2CCNCC2)CC1,45.5752008,0.314743042,1,2203,13,80,904,83,0.952371294,TRUE,7,8,8,"CC(C)(C)OC(=O)N1CCNCC1, O=C(O)CC(=O)N1CCNCC1, CCOC(=O)CBr, c1ccc(CN2CCNCC2)cc1, O=C(O)COc1ccc(O)cc1, O=S(Cl)Cl, CCOC(=O)CC(=O)O, O=C(OCc1ccccc1)N1CCNCC1",,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 2202},"{'expansion_calls': 1306, 'reactants_generations': 2874, 'iterations': 100}",,,,,,,,,
Cn1c(=O)cc(SCC(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)c2ccccc21,60.4881258,34.07728052,60,937,13,10,147,2,0.952371294,TRUE,7,6,6,"COS(=O)(=O)OC, c1cc2c(cc1CN1CCNCC1)OCO2, CCOC(=O)CS, O=P(Cl)(Cl)Cl, O=c1cc(Cl)c2ccccc2[nH]1, COCc1ccccc1",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 936},"{'expansion_calls': 886, 'reactants_generations': 12343, 'iterations': 100}",,,,,,,,,
CC(C)n1nc(NC(=O)c2cscn2)c2c(N)ncnc21,20.99729443,0.097393513,1,645,13,15,190,59,0.986552929,TRUE,3,4,4,"O=C(O)c1cscn1, CCOC(N)=C(C#N)C#N, CC(C)NN, CC(C)(C)OC(N)=O",,zinc;zinc;zinc;zinc,{'uspto': 644},"{'expansion_calls': 491, 'reactants_generations': 4068, 'iterations': 100}",,,,,,,,,
O=c1ccc2ncc(F)cc2n1CCN1CCC(NC(=S)NCc2ccccc2)CC1,60.76189256,2.82882762,3,1706,13,18,518,9,0.963447071,TRUE,5,6,6,"O=S(Cl)Cl, S=C=NCc1ccccc1, CCOC(=O)N1CCC(N)CC1, CC(=O)O, BrCCBr, O=c1ccc2ncc(F)cc2[nH]1",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 1705},"{'expansion_calls': 1216, 'reactants_generations': 7356, 'iterations': 100}",,,,,,,,,
CC(=O)N1CCc2cc(Br)cc(S(=O)(=O)CCC(=O)Nc3ccc(C)cc3Cl)c21,67.31004071,0,0,1164,13,17,197,0,0.831295553,FALSE,11,8,7,"O=C1CCC(=O)N1Br, O=C1CCC(=O)N1Cl, Cc1ccc(N)cc1, O=S(Cl)Cl, CC(=O)Cl, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, CC(=O)O",COC(=O)CCS(=O)(=O)c1cccc2cc[nH]c12,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1163},"{'expansion_calls': 1027, 'reactants_generations': 13096, 'iterations': 100}",,,,,,,,,
CC(C)CC(NC(=O)c1ccon1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)[C@@]1(C)CO1,183.9304316,0,0,2450,13,20,122,0,0.725947071,FALSE,5,4,3,"O=C(O)c1ccon1, O=S(Cl)Cl, O=[N+]([O-])c1ccccc1S(=O)(=O)O",CC(C)CC(NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)[C@@]1(C)CO1,zinc;Not in stock;zinc;zinc,{'uspto': 2449},"{'expansion_calls': 2328, 'reactants_generations': 14423, 'iterations': 100}",,,,,,,,,
COc1cc(-c2ncoc2-c2ccc(OC)c3ncn(CC#N)c23)cc(OC)c1OC,85.82036138,0,0,1540,13,23,367,0,0.79403796,FALSE,7,6,5,"[C-]#[N+]Cc1cc(OC)c(OC)c(OC)c1, O=S(Cl)Cl, N#CCBr, COc1ccc(C(=O)O)c(N)c1[N+](=O)[O-], COCc1ccccc1",CCOP(=O)(OC=O)OCC,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1539},"{'expansion_calls': 1198, 'reactants_generations': 12304, 'iterations': 100}",,,,,,,,,
N#CC1(n2cc([C@@H](NC(=O)c3ccc(C(N)=O)cc3)C3CCCCC3)nn2)CC1,81.93246818,0,0,1650,13,22,257,0,0.797626813,FALSE,6,6,5,"BrCCBr, NC(=O)c1ccc(C(=O)O)cc1, O=S(Cl)Cl, N#CCN=[N+]=[N-], CC(C)(C)OC(=O)OC(=O)OC(C)(C)C",C[Si](C)(C)C#C[C@@H](N)C1CCCCC1,zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1649},"{'expansion_calls': 1421, 'reactants_generations': 10698, 'iterations': 100}",,,,,,,,,
CN1CCC(c2cc3c(-c4cccc(NCC5CCOCC5)n4)ccnc3[nH]2)CC1,90.97030616,0,0,2062,13,31,680,0,0.870850101,FALSE,12,12,11,"NCC1CCOCC1, CC(C)(C)OC(=O)N1CCC(=O)CC1, O=S(=O)(Nc1ccccc1)C(F)(F)F, CC(C)(O)C(C)(C)O, OB(O)B(O)O, CC(C)(O)C(C)(C)O, O=C1CCC(=O)N1Br, C[Si](C)(C)CCOCCl, Clc1cccc(Cl)n1, OB(O)c1ccnc2[nH]ccc12, Cc1ccccc1",O=S(=O)(O)Cl,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 2061},"{'expansion_calls': 1428, 'reactants_generations': 12028, 'iterations': 100}",,,,,,,,,
Cc1cc(C)c(CN2CCc3c(F)cc(O[C@@H]4CCOC4)c(Cl)c3C2=O)c(=O)[nH]1,39.17887521,6.005885124,13,859,13,14,111,25,0.955960146,TRUE,6,6,6,"OCc1ccccc1, O=C1CCC(=O)N1Cl, O=S(Cl)Cl, Cc1cc(C)c(C(=O)O)c(Cl)n1, O=C1NCCc2c(F)cc(F)cc21, O[C@@H]1CCOC1",,zinc;zinc;zinc;zinc;zinc;zinc,{'uspto': 858},"{'expansion_calls': 820, 'reactants_generations': 7176, 'iterations': 100}",,,,,,,,,
CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccc(C(F)(F)F)cc3)ccc2OC[C@@H](C)NC[C@@H]1C,64.06886625,0,0,1429,13,25,200,0,0.7375,FALSE,4,4,3,"O=C(Cl)Oc1ccc([N+](=O)[O-])cc1, Nc1ccc(C(F)(F)F)cc1, C=CCBr",CO[C@@H]1CN(C)C(=O)c2cc([N+](=O)[O-])ccc2OC[C@@H](C)NC[C@@H]1C,zinc;zinc;zinc;Not in stock,{'uspto': 1428},"{'expansion_calls': 1229, 'reactants_generations': 3371, 'iterations': 100}",,,,,,,,,
CC(=O)OCc1c(O)oc2c1CC[C@@]1(C)[C@H](O)CC(OC(C)=O)=C(C)[C@H]21,82.82535481,0,0,2900,13,25,1479,0,0.814620357,FALSE,9,7,6,"CC(=O)OC(C)=O, O=C(Cl)CCl, CC(=O)O, CC(=O)OC(C)=O, COC(Cl)Cl, CC(=O)OC(C)=O",COc1cc2c(o1)[C@H]1C(C)=C(O)C[C@@H](O)[C@]1(C)CC2,zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 2899},"{'expansion_calls': 1422, 'reactants_generations': 8700, 'iterations': 100}",,,,,,,,,
Nc1c(-c2ccccc2)n[nH]c1-c1ccccc1,42.93392038,10.51619744,23,1059,13,51,302,23,0.975,TRUE,4,3,3,"O=Cc1ccccc1, O=C(C[N+](=O)[O-])c1ccccc1, O=N[N+](=O)[O-]",,zinc;zinc;zinc,{'uspto': 1058},"{'expansion_calls': 810, 'reactants_generations': 7300, 'iterations': 100}",,,,,,,,,
CC1(C)OC(/C=C/c2ccc(C(F)(F)F)cc2)=CC1=O,0.011565208,0,0,1,0,0,1,0,0.04910069,FALSE,0,1,0,,CC1(C)OC(/C=C/c2ccc(C(F)(F)F)cc2)=CC1=O,Not in stock,{},"{'expansion_calls': 1, 'reactants_generations': 1, 'iterations': 100}",,,,,,,,,
Cn1c(CNC(=O)CNC(=O)c2ccccc2F)cc(=O)n(C)c1=O,5.294861078,0.015141487,1,126,10,14,42,23,0.997628706,TRUE,1,2,2,"O=C(O)c1ccccc1F, Cn1c(CNC(=O)CN)cc(=O)n(C)c1=O",,zinc;zinc,{'uspto': 125},"{'expansion_calls': 102, 'reactants_generations': 1140, 'iterations': 100}",,,,,,,,,
COc1ccc2c(c1OC)C(=O)OC2N1C(=O)CCC1C(=O)Nc1ccc(F)cc1F,66.53050137,0,0,1401,13,19,190,0,0.765960146,FALSE,6,5,4,"COS(=O)(=O)OC, Nc1ccc(F)cc1F, O=C(Cl)C(=O)Cl, COCCl",CCOC(=O)C1CCC(=O)N1C1OC(=O)c2c1ccc(O)c2OC,zinc;zinc;zinc;zinc;Not in stock,{'uspto': 1400},"{'expansion_calls': 1212, 'reactants_generations': 8042, 'iterations': 100}",,,,,,,,,
CCCn1c(C)nc2c(NCc3ccccc3)nc(C)nc21,9.678222895,0.048304319,1,395,13,31,138,76,0.986552929,TRUE,3,3,3,"COC(C)(OC)OC, CCCNc1nc(C)nc(Cl)c1[N+](=O)[O-], NCc1ccccc1",,zinc;zinc;zinc,{'uspto': 394},"{'expansion_calls': 278, 'reactants_generations': 1765, 'iterations': 100}",,,,,,,,,
C[C@@H]1C[C@H]2O[C@H]2CC/C=C/[C@@H](O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,76.09027505,0,0,1919,13,32,686,0,0.714871294,FALSE,7,4,3,"CC(=O)OC(C)=O, CC(=O)OC(C)=O, CC(=O)OC(C)=O",CC(C)Oc1cc(O)c2c(c1Cl)C[C@H](O)C=CCC[C@@H]1O[C@@H]1C[C@@H](C)OC2=O,zinc;zinc;zinc;Not in stock,{'uspto': 1918},"{'expansion_calls': 1233, 'reactants_generations': 8250, 'iterations': 100}",,,,,,,,,
COc1ccccc1CC1CC(c2ccc(Cl)cc2)=NO1,11.50557232,0.017138004,1,210,13,16,103,29,0.997628706,TRUE,1,2,2,"C=CCc1ccccc1OC, ON=Cc1ccc(Cl)cc1",,zinc;zinc,{'uspto': 209},"{'expansion_calls': 129, 'reactants_generations': 2830, 'iterations': 100}",,,,,,,,,
O=C1NC(=O)/C(=C/c2cccc(OCCC3CCCC3)c2Cl)S1,20.22788262,0.055953026,1,464,13,11,167,54,0.994039854,TRUE,2,3,3,"BrCCC1CCCC1, O=Cc1cccc(O)c1Cl, O=C1CSC(=O)N1",,zinc;zinc;zinc,{'uspto': 463},"{'expansion_calls': 331, 'reactants_generations': 4351, 'iterations': 100}",,,,,,,,,
Cc1cc(C)cc(NC(=O)CCN2C(=O)c3ccccc3S2(=O)=O)c1,27.48989201,0.075062275,1,478,13,12,116,46,0.994039854,TRUE,2,3,3,"Cc1cc(C)cc(N)c1, O=C(Cl)CCBr, O=C1NS(=O)(=O)c2ccccc21",,zinc;zinc;zinc,{'uspto': 477},"{'expansion_calls': 412, 'reactants_generations': 6109, 'iterations': 100}",,,,,,,,,
COc1ccc(C=C2c3cccc(Cl)c3C(=O)c3c(Cl)cccc32)c(O)c1,103.0599482,0,0,1468,13,22,426,0,0.814331267,FALSE,11,7,6,"CC(C)I, CC(=O)Cl, COCCl, COc1ccc(C=O)c(OC)c1, O=C1c2ccccc2C(=O)c2c(Cl)cccc21, COCc1ccccc1",ClCl,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1467},"{'expansion_calls': 1084, 'reactants_generations': 20771, 'iterations': 100}",,,,,,,,,
ClC1=C(Cn2cc(-c3cc4ccccc4c4ccccc34)nn2)CCc2nc(-c3cccs3)ccc21,125.6479583,0,0,3151,13,23,1493,0,0.778172038,FALSE,8,11,9,"CC(C)(O)C(C)(C)O, O=C1CCC(=O)N1Br, OB(O)B(O)O, CC(C)(O)C(C)(C)O, O=C1CCC(=O)N1Br, OB(O)c1cccs1, O=C1CCC(=O)N1Br, O=[N+]([O-])c1ccc2c(c1)CCc1ccccc1-2, C1=CC2C=CC1C2","BrBr, [N-]=[N+]=NCC1=C(Cl)c2cccnc2CC1",zinc;Not in stock;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock,{'uspto': 3150},"{'expansion_calls': 1667, 'reactants_generations': 8717, 'iterations': 100}",,,,,,,,,
CC1C/C(=C\c2cccc(N)c2)C(=O)/C(=C/c2cccc(N)c2)C1,20.15829492,1.174095869,1,691,13,40,202,68,0.994039854,TRUE,2,3,3,"Nc1cccc(C=O)c1, CC1CCC(=O)CC1, Nc1cccc(C=O)c1",,zinc;zinc;zinc,{'uspto': 690},"{'expansion_calls': 513, 'reactants_generations': 2811, 'iterations': 100}",,,,,,,,,
CC(C)CNC(=O)C1(N2C(=O)c3ccccc3C2=O)CCCC1,17.6128788,0.0707376,1,419,13,18,143,77,0.997628706,TRUE,1,2,2,"O=C1OC(=O)c2ccccc21, CC(C)CNC(=O)C1(N)CCCC1",,zinc;zinc,{'uspto': 418},"{'expansion_calls': 297, 'reactants_generations': 3208, 'iterations': 100}",,,,,,,,,
CCOC(=O)/C=C/c1ccc(OC)c(OC(=O)c2nc(C)c(C)nc2C)c1,29.71870446,0.848818541,2,449,13,12,88,45,0.997628706,TRUE,1,2,2,"CCOC(=O)/C=C/c1ccc(OC)c(O)c1, Cc1nc(C)c(C(=O)O)nc1C",,zinc;zinc,{'uspto': 448},"{'expansion_calls': 397, 'reactants_generations': 5892, 'iterations': 100}",,,,,,,,,
C[C@]1(CS(=O)(=O)N2CCC(Oc3cccc(OCC(F)(F)F)c3)CC2)NC(=O)NC1=O,90.56640768,0,0,1481,13,12,274,0,0.816666667,FALSE,4,6,5,"OCC(F)(F)F, O=S(Cl)Cl, O=C(Cl)OCc1ccccc1, Fc1cccc(OC2CCNCC2)c1, O=S(O)O",C[C@]1(CBr)NC(=O)NC1=O,zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1480},"{'expansion_calls': 1214, 'reactants_generations': 13439, 'iterations': 100}",,,,,,,,,
Cc1nc(-c2ccc(-c3ccccc3)cc2)sc1-c1c[nH]c(=NC(=N)N)s1,92.33797693,0,0,1770,13,34,497,0,0.863642533,FALSE,13,11,10,"OB(O)c1ccc(-c2ccccc2)cc1, O=C1CCC(=O)N1Br, CC(=O)Cl, Cc1nc(N)sc1B(O)O, O=C1CCC(=O)N1Br, c1ccccc1, NC(c1ccccc1)c1ccccc1, Fc1ccccc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, N=C(O)N=c1[nH]ccs1",O=S(=O)(O)Cl,zinc;zinc;zinc;zinc;zinc;Not in stock;zinc;zinc;zinc;zinc;zinc,{'uspto': 1769},"{'expansion_calls': 1294, 'reactants_generations': 15821, 'iterations': 100}",,,,,,,,,
Cc1ccc(C2CC(c3cccs3)=NN2S(=O)(=O)c2ccc(C)cc2)cc1,0.95660758,0.027096987,1,12,4,5,6,5,0.994039854,TRUE,2,3,3,"Cc1ccc(S(=O)(=O)NN)cc1, Cc1ccc(C=O)cc1, CC(=O)c1cccs1",,zinc;zinc;zinc,{'uspto': 11},"{'expansion_calls': 7, 'reactants_generations': 256, 'iterations': 100}",,,,,,,,,
N#Cc1ccc(CN2CCC(c3ncn4cnc5[nH]ccc5c34)CC2)cc1,64.74226093,0,0,1916,13,23,547,0,0.863681916,FALSE,11,11,10,"N#Cc1ccc(C=O)cc1, CC(C)(C)OC(=O)N1CCC(=O)CC1, O=S(=O)(Nc1ccccc1)C(F)(F)F, CC(C)(O)C(C)(C)O, CC(C)(C)C(=O)OCCl, OB(O)B(O)O, CC(C)(O)C(C)(C)O, O=C1CCC(=O)N1Br, C[Si](C)(C)CCOCCl, NCc1ncnc2[nH]ccc12",O=CO,zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;zinc;Not in stock;zinc,{'uspto': 1915},"{'expansion_calls': 1377, 'reactants_generations': 7786, 'iterations': 100}",,,,,,,,,
